ID,SUBID,ALARMLEVEL,UNITTYPE,UNITID,EQPID,DESCRIPTION,STATUS,EDITEDTIME,CLEARTIME,SETTIME
403,0,0,CRANE,C0STKA71_C02,C0STKA71,SOURCE EMPTY AT PICKUP(0100901),1,8/23/2024 8:55:02 AM,2024-08-23 08:55:02,2024-08-23 08:55:01
403,0,0,CRANE,C0STKA71_C02,C0STKA71,SOURCE EMPTY AT PICKUP(0100901),1,8/23/2024 8:55:06 AM,2024-08-23 08:55:06,2024-08-23 08:55:05
403,0,0,CRANE,C0STKA71_C02,C0STKA71,SOURCE EMPTY AT PICKUP(0100901),1,8/23/2024 8:55:10 AM,2024-08-23 08:55:10,2024-08-23 08:55:09
403,0,0,CRANE,C0STKA71_C02,C0STKA71,SOURCE EMPTY AT PICKUP(0100901),1,8/23/2024 8:55:14 AM,2024-08-23 08:55:14,2024-08-23 08:55:13
403,0,0,CRANE,C0STKA71_C02,C0STKA71,SOURCE EMPTY AT PICKUP(0100901),1,8/23/2024 8:55:18 AM,2024-08-23 08:55:18,2024-08-23 08:55:17
403,0,0,CRANE,C0STKA71_C02,C0STKA71,SOURCE EMPTY AT PICKUP(0100901),1,8/23/2024 8:55:22 AM,2024-08-23 08:55:22,2024-08-23 08:55:21
403,0,0,CRANE,C0STKA71_C02,C0STKA71,SOURCE EMPTY AT PICKUP(0100901),1,8/23/2024 8:55:26 AM,2024-08-23 08:55:26,2024-08-23 08:55:26
403,0,0,CRANE,C0STKA71_C02,C0STKA71,SOURCE EMPTY AT PICKUP(0100901),1,8/23/2024 8:55:30 AM,2024-08-23 08:55:30,2024-08-23 08:55:30
403,0,0,CRANE,C0STKA71_C02,C0STKA71,SOURCE EMPTY AT PICKUP(0100901),1,8/23/2024 8:55:34 AM,2024-08-23 08:55:34,2024-08-23 08:55:34
403,0,0,CRANE,C0STKA71_C02,C0STKA71,SOURCE EMPTY AT PICKUP(0100901),1,8/23/2024 8:55:39 AM,2024-08-23 08:55:39,2024-08-23 08:55:38
403,0,0,CRANE,C0STKA71_C02,C0STKA71,SOURCE EMPTY AT PICKUP(0100901),1,8/23/2024 8:55:43 AM,2024-08-23 08:55:43,2024-08-23 08:55:42
9900,,5,STKMAIN,C0STKA71,C0STKA71,SYSTEM STOP,1,8/23/2024 8:55:52 AM,2024-08-23 08:55:52,2024-08-23 08:55:44
9900,,5,STKMAIN,C0STKA71,C0STKA71,SYSTEM STOP,1,8/23/2024 8:55:59 AM,2024-08-23 08:55:59,2024-08-23 08:55:53
403,0,0,CRANE,C0STKA71_C02,C0STKA71,SOURCE EMPTY AT PICKUP(0100901),1,8/23/2024 8:56:04 AM,2024-08-23 08:56:04,2024-08-23 08:56:04
510,0,0,CRANE,C0STKA71_C01,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT,1,8/23/2024 8:56:24 AM,2024-08-23 08:56:24,2024-08-23 08:56:05
9900,,5,STKMAIN,C0STKA71,C0STKA71,SYSTEM STOP,1,8/23/2024 8:57:01 AM,2024-08-23 08:57:01,2024-08-23 08:56:13
510,0,0,CRANE,C0STKA71_C01,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT,1,8/23/2024 8:56:30 AM,2024-08-23 08:56:30,2024-08-23 08:56:25
2050,,5,PORT,C0STKA71_M01,C0STKA71,TRANSFER REJECTED BY MES,1,8/24/2024 12:44:32 AM,2024-08-24 00:44:32,2024-08-24 00:44:24
2050,,5,PORT,C0STKA71_M01,C0STKA71,TRANSFER REJECTED BY MES,1,8/24/2024 1:57:21 AM,2024-08-24 01:57:21,2024-08-24 01:57:16
2050,,5,PORT,C0STKA71_M01,C0STKA71,TRANSFER REJECTED BY MES,1,8/24/2024 1:58:10 AM,2024-08-24 01:58:10,2024-08-24 01:58:01
2022,,5,PORT,C0STKA71_M01,C0STKA71,DRIVE MANUAL,1,8/24/2024 10:57:28 AM,2024-08-24 10:57:28,2024-08-24 10:57:27
2050,,5,PORT,C0STKA71_M01,C0STKA71,TRANSFER REJECTED BY MES,1,8/24/2024 11:20:21 AM,2024-08-24 11:20:21,2024-08-24 11:20:05
