EQP_ID,UNIT_ID,ERR_CD,ERR_MSG,BARCODE_ID,ERR_START_DTTM,ERR_END_DTTM
E0STKA52,E0STKA52_M05,1125,Mode Key Change Error,,2024-08-22 18:52:09,2024-08-22 18:52:11
E0STKA52,E0STKA52_M06,1125,Mode Key Change Error,,2024-08-22 18:52:09,2024-08-22 18:52:11
E0STKA52,E0STKA52_M02,1125,Mode Key Change Error,,2024-08-22 18:52:09,2024-08-22 18:52:11
E0STKA52,E0STKA52_M01,1125,Mode Key Change Error,,2024-08-22 18:52:09,2024-08-22 18:52:11
E0STKA52,E0STKA52_M03,1125,Mode Key Change Error,,2024-08-22 18:52:09,2024-08-22 18:52:11
E0STKA52,E0STKA52_M01_OP,1012,"There is sensor detection, and there is no Data",,2024-08-22 19:36:26,2024-08-22 19:37:46
E0STKA52,E0STKA52_M04,1125,Mode Key Change Error,,2024-08-22 19:37:46,2024-08-22 19:37:47
E0STKA52,E0STKA52_M02,1125,Mode Key Change Error,,2024-08-22 19:37:46,2024-08-22 19:37:47
E0STKA52,E0STKA52_M05,1125,Mode Key Change Error,,2024-08-22 19:37:46,2024-08-22 19:37:47
E0STKA52,E0STKA52_M06,1125,Mode Key Change Error,,2024-08-22 19:37:46,2024-08-22 19:37:47
E0STKA52,E0STKA52_M01,1125,Mode Key Change Error,,2024-08-22 19:37:46,2024-08-22 19:37:47
E0STKA52,E0STKA52_M03,1125,Mode Key Change Error,,2024-08-22 19:37:46,2024-08-22 19:37:47
E0STKA52,E0STKA52_M05_OP,1125,Mode Key Change Error,,2024-08-22 19:37:46,2024-08-22 19:37:47
E0STKA52,E0STKA52_M04_OP,1125,Mode Key Change Error,,2024-08-22 19:37:46,2024-08-22 19:37:47
E0STKA52,E0STKA52_M03_OP,1125,Mode Key Change Error,,2024-08-22 19:37:46,2024-08-22 19:37:47
E0STKA52,E0STKA52_M01_OP,1125,Mode Key Change Error,,2024-08-22 19:37:46,2024-08-22 19:37:47
E0STKA52,E0STKA52_M02_OP,1125,Mode Key Change Error,,2024-08-22 19:37:46,2024-08-22 19:37:47
E0STKA52,E0STKA52_M06_OP,1125,Mode Key Change Error,,2024-08-22 19:37:46,2024-08-22 19:37:47
E0STKA52,E0STKA52_M01_OP,1091,1st Light Curtain detection abnormality,,2024-08-22 19:38:12,2024-08-22 19:38:48
E0STKA52,E0STKA52_M02_OP,1091,1st Light Curtain detection abnormality,,2024-08-22 19:38:12,2024-08-22 19:38:48
E0STKA52,E0STKA52_M02,1091,1st Light Curtain detection abnormality,,2024-08-22 19:38:12,2024-08-22 19:38:48
E0STKA52,E0STKA52_M01,1091,1st Light Curtain detection abnormality,,2024-08-22 19:38:12,2024-08-22 19:38:48
E0STKA52,E0STKA52_C01,135,Lightcutain Error,,2024-08-22 19:38:12,2024-08-22 19:39:15
E0STKA52,E0STKA52_M01_OP,1012,"There is sensor detection, and there is no Data",,2024-08-22 19:40:56,2024-08-22 19:40:58
E0STKA52,E0STKA52_M05_OP,1125,Mode Key Change Error,,2024-08-22 19:41:31,2024-08-22 19:41:33
E0STKA52,E0STKA52_M04_OP,1125,Mode Key Change Error,,2024-08-22 19:41:31,2024-08-22 19:41:33
E0STKA52,E0STKA52_M03_OP,1125,Mode Key Change Error,,2024-08-22 19:41:31,2024-08-22 19:41:33
